"num","REGISTRY_ID"
1,110024273908
2,110001674457
3,110070707070
4,110004881021
5,110068755029
6,110003998130
7,110045357289
8,110007411728
9,110070371836
10,110002806562
11,110070480599
12,110064488932
13,110065265910
14,110059274707
15,110071358532
16,110029226442
17,110070186556
18,110055495637
19,110070030421
20,110022320451
21,110071094552
22,110019273908
23,110011432832
24,110069638841
25,110068011617
26,110015451223
27,110070541130
28,110032008734
29,110040810441
30,110069442240
31,110009325195
32,110033637125
33,110018100918
34,110066274873
35,110018413331
36,110070558366
37,110010706138
38,110039462480
39,110032642807
40,110068379775
41,110065913890
42,110010673262
43,110020080687
44,110071711317
45,110070628529
46,110071180056
47,110032819840
48,110019131358
49,110068769032
50,110070462719
51,110071095134
52,110066435496
53,110070421183
54,110071238667
55,110070649204
56,110071223408
57,110017130610
58,110035730199
59,110003567364
60,110065642870
61,110066359158
62,110070062305
63,110066269353
64,110043931001
65,110032930639
66,110055189148
67,110025003733
68,110013729563
69,110010151307
70,110038847638
71,110019042356
72,110070702533
73,110025644104
74,110001742909
75,110071358842
76,110010719197
77,110011832650
78,110040957079
79,110067421221
80,110045946875
81,110070234935
82,110033683510
83,110013828242
84,110071063400
85,110070467123
86,110018405554
87,110068630333
88,110014250602
89,110066275863
90,110063959220
91,110065764168
92,110057110923
93,110064293759
94,110018635510
95,110035353122
96,110071295161
97,110066353092
98,110005614040
99,110070434323
100,110070467727
